quant_rank,code,stock_name,industry,latest_trade_date,latest_close,price_percentile_5y,price_percentile_1y,distance_from_52w_low_pct,ma20,ma60,ma120,ma250,ma20_slope_pct,ma60_slope_pct,trend_confirmation_level,atr14,relative_strength_20d,relative_strength_60d,avg_turnover_20d,quant_score,quant_status,hard_blockers,soft_blockers,rejection_reasons
686,002908,德生科技,I 信息技术,2026-07-07,6.37,0.0024,0.012,0.6319,6.81,7.84,8.88,9.75,-2.9783,-2.4481,NONE,0.3,-15.1049,-39.1072,42330856.6,41.8203,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
687,002695,煌上煌,C 制造业,2026-07-07,10.35,0.2888,0.076,10.9325,10.88,11.59,11.39,11.95,-3.1439,-0.2053,NONE,0.51,-14.939,-13.293,86175540.15,41.8117,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
688,003005,竞业达,I 信息技术,2026-07-07,13.22,0.0032,0.016,3.5239,14.01,16.2,18.15,20.05,-2.7785,-2.2213,NONE,0.57,-15.2914,-35.9436,41939046.4,41.7858,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
689,001332,锡装股份,C 制造业,2026-07-07,33.56,0.2497,0.004,0.0,41.83,53.49,55.41,51.9,-7.1957,-2.759,NONE,1.97,-26.7633,-48.4717,137262438.0,41.7845,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
690,002661,克明食品,C 制造业,2026-07-07,7.31,0.0208,0.04,5.4834,7.37,8.12,8.71,9.32,-1.418,-1.6589,NONE,0.28,-7.543,-27.7373,26949241.2,41.7415,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
691,002880,卫光生物,C 制造业,2026-07-07,21.1,0.0048,0.024,8.3162,21.57,24.43,26.31,27.06,-2.8526,-1.9891,NONE,0.98,-10.8663,-32.3033,34125885.6,41.731,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
692,002802,洪汇新材,C 制造业,2026-07-07,10.36,0.1336,0.004,0.0,11.41,13.14,13.2,13.27,-3.6762,-1.3092,NONE,0.51,-16.9637,-30.6439,38682350.0,41.7295,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
693,000761,本钢板材,C 制造业,2026-07-07,2.17,0.0032,0.016,1.4019,2.27,2.62,3.05,3.34,-3.1969,-2.7639,NONE,0.11,-15.2253,-38.8704,41231306.65,41.7229,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
694,002069,獐子岛,A 农林牧渔,2026-07-07,3.04,0.156,0.02,3.4014,3.11,3.48,3.66,3.89,-2.3839,-1.4804,NONE,0.13,-9.1868,-27.9984,28355466.3,41.7125,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
695,002381,双箭股份,C 制造业,2026-07-07,5.3,0.0048,0.024,2.3166,5.41,6.01,6.44,6.65,-1.5205,-1.4637,NONE,0.2,-8.5867,-27.0084,26953439.55,41.7105,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
696,002022,科华生物,C 制造业,2026-07-07,4.72,0.0032,0.016,3.0568,4.89,5.46,5.78,6.24,-2.4738,-1.7248,NONE,0.21,-10.8965,-29.6237,31297808.9,41.7023,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
697,002506,协鑫集成,C 制造业,2026-07-07,2.74,0.356,0.4,12.7572,3.1,3.81,4.1,3.35,-3.4842,-3.265,NONE,0.18,-18.4176,-47.8022,966872589.25,41.7,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
698,002865,钧达股份,C 制造业,2026-07-07,53.33,0.3528,0.508,47.565,61.23,76.1,80.93,61.41,-5.7448,-1.5352,NONE,3.54,-23.2232,-35.2867,851475392.25,41.7,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
699,000428,华天酒店,H 住宿餐饮,2026-07-07,3.06,0.1776,0.008,0.6579,3.21,3.58,3.66,3.55,-3.2574,-2.0095,NONE,0.14,-13.7718,-33.7875,38314311.5,41.6999,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
700,000726,鲁  泰Ａ,C 制造业,2026-07-07,5.65,0.0648,0.024,4.0516,5.72,6.18,6.78,6.89,-1.2013,-1.682,NONE,0.17,-6.3089,-27.9373,25115718.0,41.6269,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
701,002724,海洋王,C 制造业,2026-07-07,4.8,0.0624,0.004,0.0,5.05,5.85,6.58,7.08,-2.3966,-2.6963,NONE,0.2,-11.8162,-40.9111,40113035.7,41.622,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
702,000707,双环科技,C 制造业,2026-07-07,4.28,0.0336,0.008,1.4218,4.53,5.24,5.81,6.16,-2.5795,-2.4926,NONE,0.18,-11.8548,-36.9692,38831433.05,41.6217,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
703,001219,青岛食品,C 制造业,2026-07-07,12.0,0.0692,0.028,4.712,12.29,13.74,14.21,14.27,-2.7647,-1.5216,NONE,0.42,-11.4011,-26.9553,28531375.5,41.6153,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
704,000619,海螺新材,C 制造业,2026-07-07,4.4,0.0664,0.008,0.0,4.75,5.5,5.89,6.09,-4.6731,-1.909,NONE,0.2,-19.392,-33.5917,39902292.45,41.6028,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
705,002133,广宇集团,K 房地产,2026-07-07,2.45,0.0888,0.016,2.5105,2.57,2.96,3.29,3.35,-3.0172,-2.3205,NONE,0.11,-14.2776,-36.3628,39525081.1,41.5682,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
706,002573,清新环境,N 公共环保,2026-07-07,3.05,0.0056,0.028,3.7415,3.13,3.39,3.64,3.82,-2.5097,-1.4534,NONE,0.09,-10.5803,-25.5412,26120170.1,41.5599,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
707,000987,越秀资本,J 金融业,2026-07-07,8.2,0.7568,0.6,24.0545,7.87,8.32,8.88,8.23,1.385,-0.144,WEAK,0.38,8.9913,-11.3802,416353641.15,41.5301,HARD_REJECT,price_too_high,,price_too_high
708,002090,金智科技,C 制造业,2026-07-07,9.17,0.3264,0.024,5.1606,9.28,10.36,11.23,11.1,-2.7817,-1.2332,NONE,0.47,-8.3837,-24.2932,89046991.55,41.5133,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
709,000705,浙江震元,F 批发零售,2026-07-07,6.11,0.0032,0.016,4.4444,6.34,7.41,8.31,8.92,-2.4696,-3.0732,NONE,0.26,-11.5313,-41.1309,38900419.4,41.5105,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
710,002843,泰嘉股份,C 制造业,2026-07-07,22.84,0.8,0.632,31.3399,21.74,24.26,23.08,22.25,0.5877,0.5359,WEAK,1.42,6.3483,-7.9377,407687798.4,41.5003,HARD_REJECT,price_too_high,,price_too_high
711,001255,博菲电气,C 制造业,2026-07-07,24.84,0.1507,0.004,0.0,27.23,32.12,35.96,34.45,-3.8203,-2.6639,NONE,1.28,-17.0406,-41.7013,38574115.5,41.4801,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
712,002614,奥佳华,C 制造业,2026-07-07,4.51,0.004,0.02,2.0362,4.66,5.34,6.11,6.57,-2.6107,-2.5116,NONE,0.15,-11.6142,-37.398,37444826.55,41.4724,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
713,002037,保利联合,C 制造业,2026-07-07,6.07,0.0496,0.004,0.0,6.54,7.58,8.3,9.56,-3.1685,-2.1181,NONE,0.26,-15.3872,-40.2194,38093431.95,41.435,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
714,002798,帝欧水华,C 制造业,2026-07-07,5.3,0.2592,0.024,6.2124,5.64,6.77,6.6,6.48,-4.0466,-0.7181,NONE,0.35,-21.1868,-21.8203,109598667.25,41.4251,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
715,002799,环球印务,C 制造业,2026-07-07,6.02,0.02,0.004,0.0,6.47,7.61,8.34,8.46,-3.9961,-2.3095,NONE,0.26,-17.2139,-37.9298,37877173.45,41.4146,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
716,003008,开普检测,M 科研服务,2026-07-07,17.52,0.0752,0.024,2.6362,18.03,20.72,22.06,22.19,-2.0689,-1.9319,NONE,0.65,-9.3351,-33.1316,30413740.45,41.4125,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
717,002035,华帝股份,C 制造业,2026-07-07,4.54,0.0024,0.012,1.7937,4.74,5.4,5.84,6.12,-2.0353,-3.0837,NONE,0.15,-10.0722,-39.0027,36860850.3,41.4102,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
718,000663,永安林业,A 农林牧渔,2026-07-07,5.08,0.0736,0.004,0.0,5.4,6.09,6.8,7.07,-2.5088,-1.84,NONE,0.25,-13.7586,-33.1624,34415776.1,41.3851,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
719,000557,西部创业,G 运输仓储,2026-07-07,3.52,0.0384,0.016,1.7341,3.7,4.24,4.6,4.94,-3.6087,-2.0833,NONE,0.13,-15.8117,-34.4721,37519828.15,41.3807,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
720,002574,明牌珠宝,C 制造业,2026-07-07,4.14,0.0416,0.004,0.0,4.45,5.08,5.62,5.75,-3.4901,-2.235,NONE,0.17,-14.8272,-36.6712,37511770.7,41.38,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
721,002813,路畅科技,C 制造业,2026-07-07,19.07,0.004,0.016,1.8697,20.08,23.3,25.45,25.77,-3.1237,-1.5934,NONE,0.85,-13.945,-31.0272,32211072.35,41.3536,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
722,002893,京能热力,D 水电煤气,2026-07-07,9.32,0.3352,0.008,0.7568,9.9,10.74,11.26,11.47,-4.9741,-1.9307,NONE,0.38,-12.9372,-24.9839,96443003.7,41.3479,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
723,002852,道道全,C 制造业,2026-07-07,7.37,0.0592,0.028,3.9492,7.5,8.44,9.65,10.38,-1.497,-2.2345,NONE,0.28,-6.7617,-34.2021,28229241.25,41.3203,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
724,002238,天威视讯,I 信息技术,2026-07-07,5.38,0.024,0.004,0.0,5.75,6.63,7.42,8.09,-3.6454,-2.3367,NONE,0.25,-15.8109,-37.818,36636771.6,41.2961,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
725,000011,深物业A,K 房地产,2026-07-07,6.37,0.0008,0.004,0.0,6.99,7.61,8.2,8.81,-2.8017,-1.9851,NONE,0.29,-13.8829,-34.2657,34716956.55,41.2925,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
726,002743,富煌钢构,C 制造业,2026-07-07,3.93,0.0696,0.012,1.8135,4.17,4.83,5.27,5.54,-3.5912,-2.2618,NONE,0.22,-16.1614,-37.9915,36356625.9,41.2689,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
727,000550,江铃汽车,C 制造业,2026-07-07,16.6,0.3216,0.04,2.5958,16.91,17.81,17.92,19.14,-0.7599,-0.9079,NONE,0.55,-2.9057,-18.1552,63069620.45,41.1859,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
728,002959,小熊电器,C 制造业,2026-07-07,32.42,0.0048,0.024,5.2597,33.02,37.91,41.07,44.64,-2.5071,-2.5811,NONE,1.03,-9.9377,-36.3131,31575560.7,41.1587,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
729,001316,润贝航科,F 批发零售,2026-07-07,31.08,0.2014,0.004,0.0,35.02,43.65,46.05,40.41,-1.7271,-2.7408,NONE,1.69,-7.7955,-44.9801,119953953.1,41.1464,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
730,002949,华阳国际,M 科研服务,2026-07-07,10.07,0.0744,0.016,1.82,10.65,12.69,13.86,14.16,-3.7489,-2.0791,NONE,0.47,-16.0644,-35.9234,34164247.6,41.0518,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
731,002300,太阳电缆,C 制造业,2026-07-07,6.44,0.3352,0.156,5.7471,7.15,8.76,9.21,8.21,-5.2597,-2.4785,NONE,0.26,-20.1612,-41.3383,115854492.25,40.9838,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
732,002529,海源复材,C 制造业,2026-07-07,6.83,0.216,0.34,10.5178,7.4,7.65,7.31,7.16,-3.0599,0.2751,NONE,0.46,-10.4827,-11.3712,60753784.75,40.9519,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
733,002942,新农股份,C 制造业,2026-07-07,14.88,0.1848,0.024,3.8381,15.4,17.67,19.25,19.38,-2.7812,-2.0157,NONE,0.63,-9.4338,-32.3869,25616023.25,40.9298,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
734,002554,惠博普,B 采矿业,2026-07-07,2.92,0.3384,0.176,6.5693,3.13,3.3,3.61,3.37,-0.6812,-1.6208,NONE,0.14,-9.7317,-29.927,90646181.7,40.8948,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
735,003016,欣贺股份,C 制造业,2026-07-07,6.28,0.048,0.016,2.447,6.57,7.5,8.11,8.37,-2.7893,-1.8043,NONE,0.26,-13.2666,-32.1155,28339473.1,40.891,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
736,000828,东莞控股,G 运输仓储,2026-07-07,9.65,0.2456,0.028,3.0983,9.7,10.0,10.37,10.88,-0.7471,-0.1963,NONE,0.28,-4.7557,-11.9216,52616209.05,40.8883,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
737,002968,新大正,K 房地产,2026-07-07,8.42,0.0216,0.004,0.0,8.94,10.44,11.54,11.47,-3.1301,-2.2218,NONE,0.39,-14.65,-37.3668,32091874.45,40.8383,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
738,002543,万和电气,C 制造业,2026-07-07,6.39,0.0096,0.032,3.3981,6.57,7.57,8.53,10.1,-3.2951,-2.3994,NONE,0.22,-13.9753,-35.1418,30824085.35,40.7918,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
739,000548,湖南投资,G 运输仓储,2026-07-07,4.11,0.192,0.008,0.489,4.34,4.86,5.24,5.41,-2.8987,-1.9775,NONE,0.16,-13.9564,-32.4512,28157806.2,40.7679,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
740,002561,徐家汇,F 批发零售,2026-07-07,6.28,0.0024,0.012,2.6144,6.61,7.37,8.04,8.48,-2.993,-1.9077,NONE,0.22,-13.5207,-31.7428,27066630.5,40.7569,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
741,002302,西部建设,C 制造业,2026-07-07,4.34,0.0016,0.008,0.463,4.59,5.17,5.67,6.14,-3.204,-2.326,NONE,0.13,-14.3342,-35.6029,30538169.15,40.6789,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
742,000401,金隅冀东,C 制造业,2026-07-07,3.45,0.004,0.02,3.2934,3.62,4.08,4.51,4.67,-3.1857,-2.6312,NONE,0.11,-13.1149,-38.0135,30129958.45,40.6282,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
743,000529,广弘控股,C 制造业,2026-07-07,4.55,0.0064,0.032,6.8075,4.62,5.17,5.59,5.9,-2.2241,-1.8549,NONE,0.18,-10.0573,-30.3771,21943898.35,40.6092,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
744,003011,海象新材,C 制造业,2026-07-07,18.89,0.28,0.052,5.6488,19.46,21.99,23.22,22.26,-2.4243,-1.6088,NONE,1.55,-9.6711,-29.4501,83807486.05,40.5994,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
745,002313,日海智能,C 制造业,2026-07-07,7.54,0.3144,0.016,4.4321,7.96,8.89,9.27,10.17,-3.3645,-0.6756,NONE,0.44,-15.5577,-22.6424,81676337.9,40.578,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
746,002229,鸿博股份,C 制造业,2026-07-07,9.47,0.3664,0.004,0.0,11.7,15.08,15.97,16.86,-7.8668,-4.1806,NONE,0.63,-38.4783,-58.0761,414031856.8,40.5398,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
747,000039,中集集团,C 制造业,2026-07-07,7.96,0.3848,0.128,2.7097,8.68,10.54,10.82,9.55,-5.483,-2.2697,NONE,0.39,-18.3138,-40.1541,413637380.7,40.5348,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
748,002679,福建金森,A 农林牧渔,2026-07-07,7.98,0.0944,0.008,1.269,8.37,9.67,10.63,11.03,-2.7704,-2.1941,NONE,0.35,-13.5633,-35.8102,28470616.0,40.5067,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
749,002054,德美化工,C 制造业,2026-07-07,6.76,0.3136,0.108,5.4602,7.21,7.91,8.55,7.92,-2.3232,-1.6223,NONE,0.31,-10.5015,-30.7205,86051923.3,40.5064,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
750,002732,燕塘乳业,C 制造业,2026-07-07,12.72,0.0032,0.016,2.5806,13.24,14.82,16.04,16.72,-2.406,-1.8068,NONE,0.46,-11.6078,-30.671,21953658.75,40.426,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
751,000420,吉林化纤,C 制造业,2026-07-07,3.9,0.456,0.064,2.9024,4.18,4.71,4.69,4.41,-2.1324,-1.1614,NONE,0.19,-11.8162,-28.1747,332539330.65,40.4027,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
752,002642,荣联科技,I 信息技术,2026-07-07,6.09,0.3152,0.008,0.3295,6.6,7.74,8.04,8.36,-5.4402,-1.7557,NONE,0.26,-18.142,-32.7695,100301696.2,40.3184,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
753,002065,东华软件,I 信息技术,2026-07-07,6.76,0.4168,0.004,0.0,7.17,7.82,8.52,9.29,-1.0836,-1.0685,NONE,0.24,-6.566,-27.4636,287002626.75,40.2421,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
754,002294,信立泰,C 制造业,2026-07-07,38.71,0.7968,0.148,28.3914,32.81,41.08,47.1,50.84,4.5158,-5.3987,WEAK,2.33,21.2657,-48.2007,1086251232.9,40.2065,HARD_REJECT,price_too_high,,price_too_high
755,002339,积成电子,C 制造业,2026-07-07,6.64,0.304,0.004,0.0,7.33,8.91,10.15,9.18,-4.5226,-2.968,NONE,0.31,-18.6747,-44.514,97272412.65,40.1789,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
756,000910,大亚圣象,C 制造业,2026-07-07,5.4,0.0056,0.028,5.2632,5.55,6.33,6.92,7.4,-3.7778,-2.0841,NONE,0.21,-13.9095,-31.7171,22497633.85,40.1618,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
757,000659,珠海中富,C 制造业,2026-07-07,2.82,0.2928,0.176,5.618,3.31,3.83,4.08,3.49,-5.352,-2.9372,NONE,0.16,-23.7337,-39.304,96457530.75,40.1407,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
758,002286,保龄宝,C 制造业,2026-07-07,8.3,0.336,0.012,0.6061,8.82,9.41,9.75,9.99,-1.4147,-1.1521,NONE,0.35,-9.8841,-25.8346,69658989.3,40.1378,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
759,002696,百洋股份,C 制造业,2026-07-07,5.25,0.276,0.028,5.6338,5.34,6.13,6.76,6.7,-2.0086,-2.0151,NONE,0.31,-8.6393,-33.6353,80474241.7,40.1055,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
760,002232,启明信息,I 信息技术,2026-07-07,14.08,0.308,0.02,4.684,14.63,16.44,17.53,18.59,-0.9547,-1.4596,NONE,0.59,-9.542,-29.9815,75360311.55,40.0947,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
761,002369,卓翼科技,C 制造业,2026-07-07,5.15,0.3128,0.004,0.0,5.72,6.61,7.35,8.38,-4.0289,-1.9982,NONE,0.25,-17.0348,-37.485,95354290.7,40.0886,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
762,002596,海南瑞泽,C 制造业,2026-07-07,2.85,0.252,0.004,0.0,3.24,3.55,3.92,4.19,-5.2246,-1.5663,NONE,0.2,-24.2129,-32.6238,95150380.8,40.079,LOW_PRIORITY,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
763,002233,塔牌集团,C 制造业,2026-07-07,7.59,0.3032,0.092,8.8953,7.44,8.32,8.9,8.8,-1.8087,-1.7912,NONE,0.27,-9.2524,-27.8484,70800010.6,40.0688,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
764,001319,铭科精技,C 制造业,2026-07-07,21.65,0.3264,0.036,11.8863,21.99,23.63,25.61,26.24,-1.9656,-0.9362,NONE,1.11,-11.3365,-21.8216,63716697.85,40.0186,LOW_PRIORITY,,trend_unconfirmed,trend_unconfirmed
