quant_rank,code,stock_name,industry,latest_trade_date,latest_close,price_percentile_5y,price_percentile_1y,distance_from_52w_low_pct,ma20,ma60,ma120,ma250,ma20_slope_pct,ma60_slope_pct,trend_confirmation_level,atr14,relative_strength_20d,relative_strength_60d,avg_turnover_20d,quant_score,quant_status,hard_blockers,soft_blockers,rejection_reasons
324,000676,智度股份,L 商务服务,2026-07-07,5.1,0.0064,0.012,0.5917,5.4,6.46,7.62,8.48,-2.3773,-2.9505,NONE,0.24,-12.7782,-43.8647,157301519.7,47.5408,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
325,002099,海翔药业,C 制造业,2026-07-07,5.26,0.1168,0.032,5.6225,5.29,5.95,6.55,6.3,-1.2789,-2.3319,NONE,0.29,-3.48,-34.4413,121526408.8,47.5154,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
326,002810,山东赫达,C 制造业,2026-07-07,24.45,0.636,0.848,108.7959,24.29,25.04,21.89,17.47,3.1534,0.6621,WEAK,1.35,13.0966,-5.0827,289314409.7,47.4875,SECONDARY_RESEARCH,,,
327,002019,亿帆医药,C 制造业,2026-07-07,9.84,0.0088,0.04,5.2406,9.85,10.7,11.78,12.81,-0.3591,-2.4036,NONE,0.41,-3.6316,-33.8197,117046714.6,47.3864,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
328,000796,凯撒旅业,L 商务服务,2026-07-07,3.7,0.1952,0.004,0.0,4.09,4.66,5.27,5.67,-3.9911,-2.4333,NONE,0.15,-18.8251,-40.0298,152172061.9,47.3802,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
329,000735,罗 牛 山,A 农林牧渔,2026-07-07,4.96,0.0784,0.024,4.4211,5.02,5.84,6.74,7.04,-1.1423,-2.2439,NONE,0.19,-4.7016,-34.9402,122341973.4,47.3748,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
330,000560,我爱我家,K 房地产,2026-07-07,2.01,0.0368,0.004,0.0,2.19,2.67,2.92,2.97,-5.42,-2.4028,NONE,0.09,-21.018,-39.821,151910489.95,47.3718,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
331,000155,川能动力,D 水电煤气,2026-07-07,11.79,0.344,0.396,20.1835,12.66,14.86,14.34,12.58,-3.0412,-2.3427,NONE,0.52,-11.542,-37.5257,406988002.8,47.3435,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
332,000998,隆平高科,A 农林牧渔,2026-07-07,7.74,0.0056,0.028,4.3127,7.89,8.71,9.33,9.58,-2.0859,-1.9073,NONE,0.23,-8.45,-29.6029,117411277.55,47.3408,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
333,002053,云南能投,D 水电煤气,2026-07-07,9.17,0.1096,0.016,5.5236,9.87,11.11,11.57,11.82,-4.7527,-1.2052,NONE,0.64,-17.5022,-27.0552,133508900.1,47.2966,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
334,002243,力合科创,C 制造业,2026-07-07,6.46,0.0952,0.004,0.0,6.97,8.22,9.28,9.13,-7.8996,-1.8674,NONE,0.29,-28.8967,-35.6739,149169221.3,47.2839,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
335,002570,贝因美,C 制造业,2026-07-07,4.12,0.1912,0.032,3.5176,4.46,4.85,5.38,5.98,-6.7857,-1.6006,NONE,0.14,-24.5469,-27.6373,149037042.25,47.2796,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
336,000059,华锦股份,C 制造业,2026-07-07,4.12,0.0504,0.044,9.8667,4.1,4.73,5.25,5.25,-3.1328,-2.0624,NONE,0.21,-9.9325,-32.5469,127188487.35,47.2743,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
337,002737,葵花药业,C 制造业,2026-07-07,12.42,0.0272,0.136,10.7939,12.16,12.63,13.17,14.37,-0.8194,-0.1357,NONE,0.53,-5.2371,-8.9821,66979925.45,47.2218,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
338,002847,盐津铺子,C 制造业,2026-07-07,46.3,0.056,0.016,3.8117,48.83,54.04,59.86,66.34,-5.0579,-1.9003,NONE,1.95,-21.7529,-30.8672,147031077.45,47.2143,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
339,003025,思进智能,C 制造业,2026-07-07,13.83,0.2648,0.268,6.3846,15.4,14.72,14.63,14.35,-0.4365,0.4951,NONE,0.99,-14.3547,-9.0682,240102485.25,47.1956,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
340,002041,登海种业,A 农林牧渔,2026-07-07,8.07,0.0264,0.024,2.5413,8.28,9.17,9.89,9.78,-1.229,-1.8818,NONE,0.27,-4.7884,-29.9197,105164576.45,47.1645,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
341,002226,江南化工,C 制造业,2026-07-07,4.58,0.1352,0.02,4.0909,4.77,5.27,5.62,5.95,-2.1935,-1.2345,NONE,0.18,-13.0971,-26.0475,114169850.2,47.101,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
342,002160,常铝股份,C 制造业,2026-07-07,3.63,0.1448,0.004,0.0,4.11,4.64,5.16,4.95,-5.1465,-2.4652,NONE,0.22,-20.3357,-45.4901,143286101.3,47.0902,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
343,000564,供销大集,F 批发零售,2026-07-07,1.31,0.252,0.004,0.0,1.42,1.64,1.95,2.25,-4.4766,-2.4525,NONE,0.07,-18.7509,-40.1925,394262067.05,47.0847,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
344,000997,新 大 陆,I 信息技术,2026-07-07,15.9,0.3096,0.008,0.9524,17.25,19.96,22.43,25.47,-4.4849,-1.4793,NONE,0.74,-14.441,-31.1622,359690017.0,47.0475,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
345,002111,威海广泰,C 制造业,2026-07-07,9.14,0.1784,0.024,3.7457,9.31,10.13,10.34,10.32,-1.958,-0.4048,NONE,0.31,-7.4177,-15.7239,79094597.85,47.0431,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
346,002641,公元股份,C 制造业,2026-07-07,4.01,0.0688,0.048,6.0847,4.07,4.14,4.26,4.28,-1.5977,-0.3288,NONE,0.16,-8.1498,-11.7951,71934927.45,46.9524,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
347,002075,沙钢股份,C 制造业,2026-07-07,3.34,0.0072,0.004,0.0,3.56,4.08,4.77,5.38,-1.8194,-2.5069,NONE,0.16,-8.6408,-38.983,131410536.4,46.9146,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
348,002829,星网宇达,C 制造业,2026-07-07,16.52,0.0504,0.004,0.0,18.52,21.89,24.38,24.38,-6.4444,-1.7444,NONE,0.98,-25.2394,-36.2504,136719976.75,46.8656,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
349,000825,太钢不锈,C 制造业,2026-07-07,3.39,0.0496,0.004,0.0,3.61,4.0,4.49,4.34,-2.5523,-1.8795,NONE,0.14,-11.3506,-32.5827,119589813.0,46.8388,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
350,002878,元隆雅图,L 商务服务,2026-07-07,11.2,0.0432,0.004,0.0,12.62,15.8,17.18,18.18,-6.694,-2.9249,NONE,0.49,-29.7136,-46.1994,135748987.9,46.8316,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
351,001215,千味央厨,C 制造业,2026-07-07,35.2,0.2663,0.252,25.6246,39.38,41.1,41.01,37.75,-1.0789,-0.4155,NONE,3.02,-11.2254,-17.7934,244489423.6,46.7275,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
352,000088,盐 田 港,G 运输仓储,2026-07-07,4.16,0.0072,0.036,1.9608,4.21,4.42,4.49,4.51,-1.4157,-0.8158,NONE,0.08,-5.3014,-18.9593,74603546.85,46.6774,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
353,000089,深圳机场,G 运输仓储,2026-07-07,6.33,0.0552,0.048,4.9751,6.31,6.66,6.86,6.99,-1.0588,-0.7573,NONE,0.18,-4.5858,-17.8637,71304050.1,46.6643,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
354,000516,国际医学,Q 卫生,2026-07-07,3.91,0.0032,0.016,1.2953,3.98,4.33,4.68,4.85,-1.0066,-1.96,NONE,0.16,-5.2191,-30.3777,96033567.65,46.6611,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
355,002292,奥飞娱乐,C 制造业,2026-07-07,7.79,0.5848,0.184,22.6772,6.83,7.52,8.21,8.76,0.7001,-0.36,WEAK,0.35,6.993,-10.3108,306886852.85,46.6567,SECONDARY_RESEARCH,,,
356,002531,天顺风能,C 制造业,2026-07-07,7.78,0.2168,0.508,19.6923,8.87,10.7,10.08,8.58,-4.9898,-2.3089,NONE,0.47,-18.7986,-38.1416,362013843.1,46.6412,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
357,002291,遥望科技,I 信息技术,2026-07-07,4.66,0.0552,0.004,0.0,5.09,5.94,6.59,6.62,-4.1773,-2.1494,NONE,0.2,-18.6098,-38.2409,129299134.45,46.6001,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
358,002219,新里程,Q 卫生,2026-07-07,1.8,0.0312,0.024,4.0462,1.88,2.15,2.29,2.27,-4.1518,-2.4253,NONE,0.09,-18.6131,-36.1325,128698854.5,46.5781,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
359,002511,中顺洁柔,C 制造业,2026-07-07,7.01,0.1432,0.116,6.535,6.85,7.63,8.06,8.08,-0.6165,-1.7064,NONE,0.2,0.0606,-27.5681,78382391.8,46.567,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
360,000061,农 产 品,L 商务服务,2026-07-07,5.55,0.12,0.016,4.5198,5.77,6.58,7.81,8.04,-2.4365,-2.0187,NONE,0.25,-11.1411,-32.602,112045826.8,46.5538,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
361,002388,新亚制程,C 制造业,2026-07-07,4.91,0.3128,0.196,13.1336,5.3,5.35,5.44,5.37,-1.2385,0.5703,NONE,0.34,-9.023,-9.8273,192225314.9,46.5396,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
362,002746,仙坛股份,C 制造业,2026-07-07,5.36,0.0168,0.044,6.5606,5.33,5.87,6.07,6.15,-1.67,-0.9108,NONE,0.17,-8.0256,-20.2638,79272940.75,46.5382,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
363,002221,东华能源,F 批发零售,2026-07-07,5.26,0.0024,0.012,0.5736,5.71,6.96,7.79,8.29,-4.9867,-3.3053,NONE,0.26,-19.3655,-43.4834,126791597.85,46.5075,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
364,002690,美亚光电,C 制造业,2026-07-07,14.55,0.048,0.052,5.0542,14.48,16.07,17.86,18.6,-0.7746,-1.5212,NONE,0.46,-3.34,-27.678,83450514.4,46.4908,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
365,000937,冀中能源,B 采矿业,2026-07-07,4.25,0.0584,0.032,9.2545,4.59,5.24,5.44,5.71,-7.4992,-2.1165,NONE,0.22,-28.1639,-31.9828,126089245.45,46.4812,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
366,002672,东江环保,C 制造业,2026-07-07,3.45,0.0232,0.024,5.1829,3.58,3.93,4.36,4.62,-1.8783,-2.0764,NONE,0.3,-5.5422,-30.8936,93620788.75,46.4622,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
367,002628,成都路桥,E 建筑业,2026-07-07,5.32,0.9496,0.836,32.0099,5.0,5.3,5.07,4.89,1.7306,0.3726,MEDIUM,0.3,5.1855,-5.7189,153188894.6,46.459,HARD_REJECT,price_too_high,,price_too_high
368,000068,华控赛格,F 批发零售,2026-07-07,2.76,0.0912,0.004,0.0,3.16,3.23,3.34,3.49,-3.804,-0.92,NONE,0.19,-32.3171,-26.5225,125423848.15,46.4562,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
369,000882,华联股份,L 商务服务,2026-07-07,1.29,0.0656,0.008,0.0,1.37,1.5,1.69,1.88,-2.5933,-1.5186,NONE,0.08,-13.142,-30.2398,108775637.7,46.4527,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
370,002045,国光电器,C 制造业,2026-07-07,7.56,0.0064,0.004,0.0,8.25,10.0,11.71,13.82,-3.6263,-3.0311,NONE,0.36,-16.5223,-44.7317,124988976.05,46.4398,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
371,000995,皇台酒业,C 制造业,2026-07-07,9.51,0.0584,0.008,0.1053,10.28,12.51,13.67,13.84,-5.3564,-2.2963,NONE,0.52,-18.7147,-37.1323,124793439.15,46.4325,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
372,002941,新疆交建,E 建筑业,2026-07-07,9.58,0.044,0.012,1.8066,10.3,12.74,14.48,15.02,-4.5537,-3.672,NONE,0.36,-17.6454,-49.2493,124164742.7,46.4086,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
373,002474,榕基软件,I 信息技术,2026-07-07,5.52,0.1344,0.004,0.0,6.29,7.12,7.96,8.03,-4.8051,-2.1014,NONE,0.27,-22.3759,-38.3709,124124333.4,46.4071,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
374,000862,银星能源,D 水电煤气,2026-07-07,4.67,0.0488,0.004,0.0,5.25,6.27,6.55,6.15,-9.1938,-2.0598,NONE,0.21,-27.524,-35.2242,123794266.05,46.3946,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
375,002537,海联金汇,C 制造业,2026-07-07,5.27,0.0832,0.004,0.0,5.69,6.67,7.69,8.55,-2.9188,-2.8841,NONE,0.22,-13.5544,-42.9558,123726679.05,46.392,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
376,002530,金财互联,C 制造业,2026-07-07,6.63,0.1272,0.004,0.0,7.28,8.18,9.08,9.94,-2.7715,-1.7045,NONE,0.29,-17.6162,-33.6753,123599333.1,46.3871,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
377,002010,传化智联,L 商务服务,2026-07-07,4.59,0.1624,0.02,2.6846,4.77,5.32,5.83,5.95,-2.3926,-1.6918,NONE,0.14,-8.8603,-30.3604,97130061.85,46.3502,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
378,002146,荣盛发展,K 房地产,2026-07-07,1.08,0.0024,0.012,3.8462,1.16,1.26,1.43,1.5,-3.601,-1.8528,NONE,0.06,-18.3503,-32.3653,122129528.5,46.3308,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
379,000531,穗恒运Ａ,D 水电煤气,2026-07-07,5.69,0.1,0.004,0.0,6.42,6.93,6.92,6.74,-5.6368,-0.894,NONE,0.27,-18.802,-24.1254,104650733.75,46.32,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
380,000883,湖北能源,D 水电煤气,2026-07-07,4.43,0.2472,0.02,2.5463,4.65,4.84,4.78,4.71,-3.4361,-0.3262,NONE,0.14,-11.573,-13.1528,206346824.65,46.3046,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
381,000410,沈阳机床,C 制造业,2026-07-07,4.65,0.1176,0.016,1.9737,4.97,5.69,6.52,6.88,-2.0798,-2.4665,NONE,0.25,-15.1547,-39.1221,119706046.45,46.2367,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
382,002061,浙江交科,E 建筑业,2026-07-07,3.52,0.0296,0.056,6.6667,3.49,3.69,3.87,4.01,-0.428,-0.9269,NONE,0.1,-0.6963,-19.3077,60425167.5,46.2146,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
383,000881,中广核技,C 制造业,2026-07-07,6.52,0.096,0.04,5.6726,6.68,7.39,7.91,8.08,-4.429,-1.2736,NONE,0.22,-14.2585,-24.1839,92254642.2,46.1954,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
384,000968,蓝焰控股,B 采矿业,2026-07-07,6.09,0.068,0.016,1.6694,6.52,7.83,8.31,7.68,-4.8793,-4.1048,NONE,0.2,-20.205,-43.9089,118326992.85,46.1824,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
385,000927,中国铁物,L 商务服务,2026-07-07,2.3,0.008,0.012,1.3216,2.4,2.67,2.79,2.74,-2.6715,-2.422,NONE,0.07,-11.0918,-34.9392,107154750.55,46.1185,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
386,001236,弘业期货,J 金融业,2026-07-07,6.98,0.0432,0.016,1.3062,7.41,8.5,9.29,10.57,-2.1076,-1.8593,NONE,0.37,-9.6586,-32.8805,98951463.85,46.1028,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
387,002096,易普力,C 制造业,2026-07-07,8.79,0.0912,0.008,0.1139,9.24,10.54,12.01,12.84,-6.6414,-1.9664,NONE,0.3,-22.4513,-33.2934,116213396.8,46.0982,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
388,000926,福星股份,K 房地产,2026-07-07,1.95,0.0216,0.028,2.0942,2.04,2.11,2.17,2.41,-3.3894,-0.1028,NONE,0.08,-14.49,-14.2188,72268480.2,46.0958,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
389,003006,百亚股份,C 制造业,2026-07-07,14.5,0.1976,0.02,5.1487,14.83,16.39,18.22,21.78,-2.1606,-1.3939,NONE,0.71,-9.4177,-27.2801,86360044.15,46.0747,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
390,000090,天健集团,E 建筑业,2026-07-07,3.04,0.0016,0.008,0.9967,3.3,3.45,3.64,3.7,-3.3841,-1.2063,NONE,0.11,-12.2491,-24.9052,86708946.0,46.0469,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
391,000790,华神科技,C 制造业,2026-07-07,3.62,0.0904,0.032,3.7249,3.67,3.98,4.01,4.04,-0.4881,-0.9693,NONE,0.2,-5.1512,-22.2312,68699762.9,46.0126,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
392,000159,国际实业,F 批发零售,2026-07-07,5.53,0.1432,0.052,4.5369,5.71,6.31,6.53,6.19,-5.2963,-1.2074,NONE,0.24,-18.1687,-24.1229,96208583.95,45.9999,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
393,002197,证通电子,I 信息技术,2026-07-07,5.57,0.1936,0.004,0.0,6.05,7.08,8.02,8.47,-2.8121,-2.0841,NONE,0.29,-14.031,-38.4468,111583362.65,45.909,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
394,002461,珠江啤酒,C 制造业,2026-07-07,7.75,0.1376,0.02,2.3778,8.31,9.31,9.42,9.82,-4.9185,-1.5648,NONE,0.27,-18.2106,-29.9009,106788555.8,45.8947,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
395,002003,伟星股份,C 制造业,2026-07-07,8.62,0.0776,0.028,3.4814,8.71,9.34,9.77,10.3,-1.471,-0.865,NONE,0.3,-8.2077,-20.102,68023830.1,45.878,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
396,000788,北大医药,C 制造业,2026-07-07,5.06,0.0288,0.02,5.1975,5.17,5.68,5.99,6.24,-0.3659,-2.4152,NONE,0.24,-7.9687,-30.9331,86234246.35,45.8478,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
397,002324,普利特,C 制造业,2026-07-07,10.96,0.2984,0.032,5.2834,12.28,13.78,15.69,14.42,-0.5989,-1.9855,NONE,0.6,-8.161,-37.712,286304243.3,45.8453,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
398,002508,老板电器,C 制造业,2026-07-07,14.85,0.0032,0.016,2.8393,15.44,17.37,18.94,19.24,-2.3122,-2.6513,NONE,0.52,-12.0659,-37.4369,108747893.05,45.8395,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
399,000651,格力电器,C 制造业,2026-07-07,38.4,0.4864,0.236,4.5752,37.72,38.35,38.5,40.76,-0.433,0.1184,NONE,0.81,-1.9643,-6.8343,1906943788.7,45.8201,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
400,000860,顺鑫农业,C 制造业,2026-07-07,9.89,0.004,0.02,1.332,10.14,11.45,12.83,14.31,-1.7344,-1.9282,NONE,0.38,-9.3353,-32.4032,91140899.35,45.8112,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
401,002299,圣农发展,C 制造业,2026-07-07,16.22,0.2936,0.236,13.5854,15.96,17.28,17.51,17.04,-0.3279,-0.8501,NONE,0.61,-1.2234,-19.3497,171603551.55,45.808,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
402,002258,利尔化学,C 制造业,2026-07-07,13.61,0.5168,0.684,27.4345,13.37,13.21,14.45,13.42,0.9171,-0.7054,WEAK,0.73,4.0198,-17.3849,315706331.9,45.7976,SECONDARY_RESEARCH,,,
403,000055,方大集团,C 制造业,2026-07-07,3.23,0.0016,0.004,0.0,3.54,3.58,3.77,4.04,-3.2531,-0.5373,NONE,0.16,-12.2491,-19.4409,71784298.5,45.7689,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
404,002372,伟星新材,C 制造业,2026-07-07,8.48,0.0056,0.028,3.7944,8.68,9.73,10.62,10.59,-2.8589,-2.0071,NONE,0.26,-11.2474,-29.1693,87331776.6,45.7525,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
405,002453,华软科技,C 制造业,2026-07-07,4.34,0.0512,0.004,0.0,4.92,5.39,5.7,6.14,-4.7185,-0.8162,NONE,0.32,-20.3723,-25.4389,98373005.15,45.7489,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
406,000156,华数传媒,I 信息技术,2026-07-07,6.43,0.06,0.024,1.9017,6.55,7.07,7.63,7.82,-1.0874,-1.0998,NONE,0.23,-3.9542,-24.2593,65618255.1,45.736,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
407,002004,华邦健康,C 制造业,2026-07-07,4.1,0.1096,0.024,4.3257,4.23,4.66,5.02,4.86,-2.0597,-2.0543,NONE,0.15,-8.6886,-32.0716,86927394.5,45.6975,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
408,002489,浙江永强,C 制造业,2026-07-07,2.76,0.1144,0.012,1.845,3.0,3.43,3.54,3.68,-7.2159,-1.4474,NONE,0.12,-24.5383,-28.6529,106397638.9,45.6889,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
409,002250,联化科技,C 制造业,2026-07-07,14.92,0.616,0.636,50.7071,14.29,15.26,16.04,13.67,2.0718,-0.5228,WEAK,0.85,7.4667,-16.6063,283225999.35,45.6633,SECONDARY_RESEARCH,,,
410,003000,劲仔食品,C 制造业,2026-07-07,10.18,0.1664,0.064,4.9485,10.29,10.67,10.86,11.6,-1.2431,-0.1871,NONE,0.39,-8.6403,-11.9288,52791791.95,45.6124,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
411,002462,嘉事堂,F 批发零售,2026-07-07,11.06,0.0432,0.016,3.0755,12.28,13.34,14.43,14.4,-4.3962,-2.0562,NONE,0.59,-15.9121,-33.3877,102970551.9,45.6085,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
412,000708,中信特钢,C 制造业,2026-07-07,12.88,0.2072,0.156,11.1303,13.37,14.59,15.44,14.62,-1.1206,-1.9212,NONE,0.5,-5.8103,-31.1571,229171430.05,45.6062,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
413,002705,新宝股份,C 制造业,2026-07-07,11.38,0.0096,0.044,5.6639,11.54,13.65,13.94,14.61,-2.3483,-2.0644,NONE,0.39,-10.877,-32.8572,90707982.4,45.5903,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
414,002578,闽发铝业,C 制造业,2026-07-07,3.03,0.124,0.004,0.0,3.4,3.83,4.09,3.94,-5.6142,-2.1599,NONE,0.15,-18.0884,-36.1066,104028200.45,45.5854,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
415,002541,鸿路钢构,C 制造业,2026-07-07,18.1,0.2688,0.444,17.0763,17.36,18.8,20.26,18.92,-1.0826,-1.0361,NONE,0.96,-5.4657,-22.5583,189896607.4,45.5619,SECONDARY_RESEARCH,,trend_unconfirmed,trend_unconfirmed
416,002809,红墙股份,C 制造业,2026-07-07,7.47,0.0704,0.008,0.4032,8.11,9.47,11.03,11.48,-3.1938,-2.8738,NONE,0.38,-15.3569,-42.5486,103119020.85,45.5451,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
417,002184,海得控制,C 制造业,2026-07-07,9.47,0.0808,0.02,5.1054,10.16,11.29,12.04,13.02,-3.7877,-0.9805,NONE,0.52,-20.6629,-27.1341,97285247.1,45.4998,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
418,002486,嘉麟杰,C 制造业,2026-07-07,2.23,0.144,0.024,4.2056,2.28,2.59,2.83,2.86,-2.2279,-1.9511,NONE,0.15,-9.0278,-32.3124,84201273.4,45.4982,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
419,000065,北方国际,F 批发零售,2026-07-07,9.19,0.3104,0.004,0.0,11.12,12.44,12.69,12.13,-5.4562,-3.4626,NONE,0.59,-25.0414,-51.6231,289066940.7,45.4817,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
420,002721,金一文化,C 制造业,2026-07-07,2.2,0.0224,0.012,0.0,2.32,2.69,2.96,3.29,-3.4096,-1.7508,NONE,0.09,-14.7253,-33.0792,96723761.4,45.4728,SECONDARY_RESEARCH,,falling_knife;trend_unconfirmed,falling_knife;trend_unconfirmed
