variant,date,code,name,action,underlying_v31_action,valuation_confidence,tradable_today,execution_blocked_not_tradable,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
v32_candidate,2018-10-31,600809,山西汾酒,HOLD_REVIEW,HOLD_REVIEW,INVALID,True,False,0,,59.36491423881175,1.4275675508619163,0.3,0.0,0.3
v32_candidate,2018-11-30,601766,中国中车,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.590809733656751,4.356272062825639,0.3078619325762551,0.0241849544661578,0.1394483627868369,-0.115263408320679
v32_candidate,2018-11-30,002444,巨星科技,HOLD,HOLD,MEDIUM,True,False,0,0.857191493011108,9.274473749236076,0.55,0.0671572308602248,0.0293657529440301,0.0377914779161946
v32_candidate,2018-11-30,002415,海康威视,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.6068919893378422,13.678579609484132,1.0682345974851533,0.0,0.1167553694970051,-0.1167553694970051
v32_candidate,2018-11-30,600536,中国软件,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,18.04186657408333,0.794263716625899,0.0620283688694288,0.0,0.8097566291400484,-0.8097566291400484
v32_candidate,2018-11-30,000895,双汇发展,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,True,False,0,0.5321865443193825,20.519120816866334,1.2933513978957838,0.0521394037631171,0.0,0.0521394037631171
v32_candidate,2018-11-30,600188,兖矿能源,HOLD_REVIEW,HOLD_REVIEW,INVALID,True,False,0,,57.46285147672906,1.3818280241790524,0.3,0.0,0.3
v32_candidate,2018-11-30,600580,卧龙电驱,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.6682150627598449,2.775421528888648,0.2167477460677518,0.0,0.1261922175879338,-0.1261922175879338
v32_candidate,2018-11-30,600809,山西汾酒,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,True,False,0,0.036722027277431,59.36491423881175,1.4275675508619163,0.3,0.0,0.3
v32_candidate,2018-12-28,601766,中国中车,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.643607170704522,4.356272062825639,0.3078619325762551,0.0241849544661578,0.1477441939023502,-0.1235592394361924
v32_candidate,2018-12-28,002444,巨星科技,BUY_STAGED,BUY_STAGED,MEDIUM,True,False,0,0.8302357856837146,9.274473749236076,0.55,0.0671572308602248,0.0215935207822632,0.0455637100779616
v32_candidate,2018-12-28,002415,海康威视,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.523550002629692,13.678579609484132,1.0682345974851533,0.0,0.1033930335223603,-0.1033930335223603
v32_candidate,2018-12-28,600536,中国软件,CORE_ONLY,CORE_ONLY,MEDIUM,True,False,2,15.536401502036863,0.794263716625899,0.0620283688694288,0.0,0.7612154445168924,-0.7612154445168924
v32_candidate,2018-12-28,000895,双汇发展,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,True,False,0,0.6096752444537982,20.519120816866334,1.2933513978957838,0.0521394037631171,0.0,0.0521394037631171
v32_candidate,2018-12-28,600188,兖矿能源,HOLD_REVIEW,HOLD_REVIEW,INVALID,True,False,0,,57.46285147672906,1.3818280241790524,0.3,0.0,0.3
v32_candidate,2018-12-28,600580,卧龙电驱,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.5276958674085834,2.775421528888648,0.2167477460677518,0.0,0.104073224876046,-0.104073224876046
v32_candidate,2018-12-28,600809,山西汾酒,BUY_FULL_MARGIN,BUY_FULL_MARGIN,MEDIUM,True,False,0,0.0269519466256374,59.36491423881175,1.4275675508619163,0.3,0.0,0.3
v32_candidate,2019-01-31,601766,中国中车,REDUCE_50,REDUCE_50,MEDIUM,True,False,2,1.5563766225386395,4.356272062825639,0.3078619325762551,0.0241849544661578,0.1339028998512489,-0.1097179453850911
