variant,date,code,name,action,underlying_v31_action,valuation_confidence,sell_confirmation_count,price_to_neutral,neutral_value,normalized_earnings,realistic_growth,market_implied_growth,expectation_gap
current_v31_baseline,2023-08-31,002008,大族激光,REDUCE_25,REDUCE_25,MEDIUM,0,1.2163912315075442,17.765665716956438,0.7529393073524657,0.1514175388790624,0.20181941202369974,-0.050401873144637344
current_v31_baseline,2023-08-31,002920,德赛西威,CORE_ONLY,CORE_ONLY,MEDIUM,0,1.8130808130171492,77.79024464182334,1.8706475103719415,0.3,0.4658517031040499,-0.1658517031040499
current_v31_baseline,2023-08-31,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,70.87160545131609,0.25609692181261223,0.019999999999999997,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2023-08-31,600519,贵州茅台,REDUCE_25,REDUCE_25,HIGH,0,1.3638058675275562,1216.6614321788534,51.34,0.15252818339728869,0.23285580380484328,-0.08032762040755459
current_v31_baseline,2023-08-31,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.24938998241669239,96.67589598573326,3.4521376814769376,0.19544740967769791,0.0,0.19544740967769791
current_v31_baseline,2023-08-31,601877,正泰电器,HOLD_NO_ADD,HOLD_NO_ADD,MEDIUM,0,1.117924712151933,20.609616863777426,1.6095169530274647,0.0,0.027001224241225377,-0.027001224241225377
current_v31_baseline,2023-08-31,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.00652355157131,6.85587921972391,0.5354128562888703,0.0,0.4715908751653469,-0.4715908751653469
current_v31_baseline,2023-09-28,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.965221137805305,4.997940899264247,0.3903163586574674,0.0,0.2755676976293605,-0.2755676976293605
current_v31_baseline,2023-09-28,002008,大族激光,REDUCE_25,REDUCE_25,MEDIUM,0,1.2574817266024312,17.765665716956438,0.7529393073524657,0.1514175388790624,0.21046515474026284,-0.05904761586120044
current_v31_baseline,2023-09-28,002920,德赛西威,CORE_ONLY,CORE_ONLY,MEDIUM,0,1.7896845631611424,77.79024464182334,1.8706475103719415,0.3,0.46211483928015273,-0.16211483928015274
current_v31_baseline,2023-09-28,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,64.8973048264944,0.25609692181261223,0.019999999999999997,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2023-09-28,600519,贵州茅台,REDUCE_25,REDUCE_25,HIGH,0,1.3280276314063992,1216.6614321788534,51.34,0.15252818339728869,0.2258751881260404,-0.07334700472875172
current_v31_baseline,2023-09-28,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.27628396641849245,96.67589598573326,3.4521376814769376,0.19544740967769791,0.0,0.19544740967769791
current_v31_baseline,2023-09-28,601877,正泰电器,HOLD_NO_ADD,HOLD_NO_ADD,MEDIUM,0,1.0456283657497463,20.609616863777426,1.6095169530274647,0.0,0.010776514311752694,-0.010776514311752694
current_v31_baseline,2023-09-28,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.467441823134335,6.85587921972391,0.5354128562888703,0.0,0.49301408393311086,-0.49301408393311086
current_v31_baseline,2023-10-31,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.2765713085624983,5.886044486988285,0.4596731928933642,0.0,0.20586702300978,-0.20586702300978
current_v31_baseline,2023-10-31,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,2.637954708109704,7.85457003348153,0.5564539034346552,0.023588344916195547,0.2703585123244271,-0.24677016740823154
current_v31_baseline,2023-10-31,002920,德赛西威,REDUCE_50,REDUCE_50,MEDIUM,0,1.5307931269022177,79.5274017504629,1.9124214967549906,0.3,0.417578213435975,-0.11757821343597502
current_v31_baseline,2023-10-31,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,58.69776678488416,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2023-10-31,600519,贵州茅台,HOLD_NO_ADD,HOLD_NO_ADD,HIGH,0,1.1589425244638447,1305.8197175913638,53.8,0.15863282297784798,0.1966010388859648,-0.03796821590811683
current_v31_baseline,2023-10-31,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.2882396348618849,90.02925642906257,3.2975,0.1888728024432591,0.0,0.1888728024432591
current_v31_baseline,2023-10-31,601877,正泰电器,HOLD,HOLD,MEDIUM,0,0.9960386086345102,21.43491207561638,1.6739687399523255,0.0,0.0,0.0
current_v31_baseline,2023-10-31,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.67392138044555,7.093281041443673,0.5539528543520622,0.0,0.5021742758108152,-0.5021742758108152
current_v31_baseline,2023-11-30,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.1372587359489725,5.886044486988285,0.4596731928933642,0.0,0.18948752938783386,-0.18948752938783386
current_v31_baseline,2023-11-30,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,2.69142676300382,7.85457003348153,0.5564539034346552,0.023588344916195547,0.275718111512843,-0.25212976659664743
current_v31_baseline,2023-11-30,002920,德赛西威,REDUCE_50,REDUCE_50,MEDIUM,0,1.5823476843221216,79.5274017504629,1.9124214967549906,0.3,0.426955219502443,-0.12695521950244298
current_v31_baseline,2023-11-30,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,59.91690183111877,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2023-11-30,600519,贵州茅台,REDUCE_25,REDUCE_25,HIGH,0,1.2325055122989392,1305.8197175913638,53.8,0.15863282297784798,0.21260678643253772,-0.053973963454689744
current_v31_baseline,2023-11-30,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.299347135241919,90.02925642906257,3.2975,0.1888728024432591,0.0,0.1888728024432591
current_v31_baseline,2023-11-30,601877,正泰电器,HOLD,HOLD,MEDIUM,0,0.9419212884464057,21.43491207561638,1.6739687399523255,0.0,0.0,0.0
current_v31_baseline,2023-11-30,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.685199659077481,7.093281041443673,0.5539528543520622,0.0,0.5026673422734729,-0.5026673422734729
current_v31_baseline,2023-12-29,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.157645941697293,5.886044486988285,0.4596731928933642,0.0,0.19194351683098276,-0.19194351683098276
current_v31_baseline,2023-12-29,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,2.5437420399629294,7.85457003348153,0.5564539034346552,0.023588344916195547,0.2606739376101658,-0.23708559269397023
current_v31_baseline,2023-12-29,002920,德赛西威,REDUCE_50,REDUCE_50,MEDIUM,0,1.578449656809885,79.5274017504629,1.9124214967549906,0.3,0.426255799576683,-0.12625579957668304
current_v31_baseline,2023-12-29,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,63.78944844856989,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
current_v31_baseline,2023-12-29,600519,贵州茅台,REDUCE_25,REDUCE_25,HIGH,0,1.201138242033215,1305.8197175913638,53.8,0.15863282297784798,0.2058899825382262,-0.04725715956037824
current_v31_baseline,2023-12-29,601088,中国神华,BUY_FULL_MARGIN,BUY_FULL_MARGIN,HIGH,0,0.2980142351963149,90.02925642906257,3.2975,0.1888728024432591,0.0,0.1888728024432591
current_v31_baseline,2023-12-29,601877,正泰电器,HOLD,HOLD,MEDIUM,0,0.9223270863093332,21.43491207561638,1.6739687399523255,0.0,0.0,0.0
current_v31_baseline,2023-12-29,600276,恒瑞医药,CORE_ONLY,CORE_ONLY,MEDIUM,0,6.2918696917888655,7.093281041443673,0.5539528543520622,0.0,0.4850184898325228,-0.4850184898325228
current_v31_baseline,2024-01-31,600031,三一重工,CORE_ONLY,CORE_ONLY,MEDIUM,0,2.0387205748320882,5.886044486988285,0.4596731928933642,0.0,0.17731095463980667,-0.17731095463980667
current_v31_baseline,2024-01-31,002008,大族激光,CORE_ONLY,CORE_ONLY,LOW,0,2.0064752026934816,7.85457003348153,0.5564539034346552,0.023588344916195547,0.19837130826424387,-0.17478296334804833
current_v31_baseline,2024-01-31,002920,德赛西威,HOLD_NO_ADD,HOLD_NO_ADD,MEDIUM,0,1.0366238326089932,79.5274017504629,1.9124214967549906,0.3,0.30972653078780243,-0.009726530787802445
current_v31_baseline,2024-01-31,600588,用友网络,CORE_ONLY,CORE_ONLY,INVALID,0,40.12388578636858,0.27888624894355607,0.02177974237016554,0.0,0.9880582889556708,-0.9880582889556708
