,true_buyhold
2021-09-03,4.593509451986977
2021-09-06,4.746516427059796
2021-09-07,4.853905127630667
2021-09-08,4.7556350204990006
2021-09-09,5.008214267415434
2021-09-10,5.106236941241956
2021-09-13,5.380876577098895
2021-09-14,5.513478832934612
2021-09-15,5.344950520125981
2021-09-16,5.5640059081639155
2021-09-17,5.3964175577481575
2021-09-22,5.646294666597809
2021-09-23,5.455988337781073
2021-09-24,5.245157999460885
2021-09-27,5.303252365167853
2021-09-28,5.4965841868308285
2021-09-29,5.201959558678578
2021-09-30,5.172405451902646
2021-10-08,5.10995578516595
2021-10-11,5.300945299513722
2021-10-12,5.340629238213163
2021-10-13,5.275757336815799
2021-10-14,5.2846146213237
2021-10-15,5.527204534628058
2021-10-18,5.502563009782633
2021-10-19,5.660940744589753
2021-10-20,5.366156213370987
2021-10-21,5.479523137825651
2021-10-22,5.305899276346812
2021-10-25,5.276969076859598
2021-10-26,5.205307290937566
2021-10-27,4.915948184342251
2021-10-28,4.658785760498553
2021-10-29,4.574622752390797
2021-11-01,4.495105157012401
2021-11-02,4.484936657954154
2021-11-03,4.688905090080382
2021-11-04,4.745496305811012
2021-11-05,4.637938250892745
2021-11-08,4.722231142922102
2021-11-09,4.664447654470689
2021-11-10,4.546975777144339
2021-11-11,4.6217653516698975
2021-11-12,4.599337032562716
2021-11-15,4.564718976056173
2021-11-16,4.64612603113048
2021-11-17,4.65573582713936
2021-11-18,4.671075766893969
2021-11-19,4.732236558424204
2021-11-22,4.757286188256981
2021-11-23,4.77497584856883
2021-11-24,4.986920002898988
2021-11-25,4.945803613757288
2021-11-26,4.789186100756844
2021-11-29,4.765410493867354
2021-11-30,4.727843200515546
2021-12-01,4.836618235304493
2021-12-02,4.930042097780934
2021-12-03,5.106875975832125
2021-12-06,5.021448611697133
2021-12-07,5.012702977987949
2021-12-08,5.057111232263364
2021-12-09,4.991358166201531
2021-12-10,4.961562899091088
2021-12-13,5.01077546857233
2021-12-14,4.942827118971181
2021-12-15,5.085125656656452
2021-12-16,5.152976420824131
2021-12-17,5.077794532930512
2021-12-20,4.912886801819391
2021-12-21,4.912696456844701
2021-12-22,4.897722600009891
2021-12-23,5.082532095177504
2021-12-24,4.973767177768911
2021-12-27,5.106193846157737
2021-12-28,5.026589216270724
2021-12-29,4.814856636307007
2021-12-30,4.841182338172345
2021-12-31,4.828776292560111
2022-01-04,4.833968798635246
2022-01-05,4.7374737914677585
2022-01-06,4.7293295172973835
2022-01-07,4.591548973247513
2022-01-10,4.60656460740165
2022-01-11,4.508865036432784
2022-01-12,4.495003134622106
2022-01-13,4.466413356627256
2022-01-14,4.349116913464012
2022-01-17,4.415426795883428
2022-01-18,4.530205029048034
2022-01-19,4.526284909873061
2022-01-20,4.553853206080285
2022-01-21,4.63207616383337
2022-01-24,4.602116999368115
2022-01-25,4.406917956146513
2022-01-26,4.5289365444308896
2022-01-27,4.513124839121644
2022-01-28,4.295779350940397
2022-02-07,4.425996861740042
2022-02-08,4.436881259802924
2022-02-09,4.675318866959339
2022-02-10,4.768303701513829
2022-02-11,4.97590733308116
2022-02-14,5.013049048634458
2022-02-15,5.002992515861564
2022-02-16,5.003046664871174
2022-02-17,5.000835700167493
2022-02-18,5.09120384941691
2022-02-21,5.1255510182477595
2022-02-22,5.173294303462404
2022-02-23,5.126588931052146
2022-02-24,5.078788828407656
2022-02-25,5.046878566171881
2022-02-28,5.154333272146546
2022-03-01,5.290928434059844
2022-03-02,5.56798610295728
2022-03-03,5.402345010060209
2022-03-04,5.399078824270914
2022-03-07,5.242693918933368
2022-03-08,4.9400370230362665
2022-03-09,4.979769799009888
2022-03-10,5.158256421801736
2022-03-11,5.14256279536662
2022-03-14,4.936019589782325
2022-03-15,4.608229273664844
2022-03-16,4.790072605706176
2022-03-17,4.938284050802543
2022-03-18,5.0159742814846195
2022-03-21,5.120460378820648
2022-03-22,5.241227679925224
2022-03-23,5.220999389275421
2022-03-24,5.308824319560022
2022-03-25,5.279387052963598
2022-03-28,5.386613093644185
2022-03-29,5.384885786160897
2022-03-30,5.306373198322492
2022-03-31,5.329117868883609
2022-04-01,5.335567048673391
2022-04-06,5.165104758478883
2022-04-07,5.161207499487458
2022-04-08,5.206232612270391
2022-04-11,4.998255347513907
2022-04-12,5.068959936188897
2022-04-13,5.23216952393839
2022-04-14,5.545255797781986
2022-04-15,5.235992506517774
2022-04-18,5.000396242027649
2022-04-19,5.2386177183370055
2022-04-20,4.997615338484855
2022-04-21,4.966210952750383
2022-04-22,4.945891239301269
2022-04-25,4.686339838586761
2022-04-26,4.548428030035125
2022-04-27,4.747724289828969
2022-04-28,4.960218504666376
2022-04-29,5.051728985989503
2022-05-05,5.025085347824281
2022-05-06,4.821911204802466
2022-05-09,4.6997566132513775
2022-05-10,4.7064419131675885
2022-05-11,4.862367212177994
2022-05-12,4.84652635310123
2022-05-13,4.993996786569905
2022-05-16,5.046353176323392
2022-05-17,5.1248022962430495
2022-05-18,5.069044633149879
2022-05-19,4.994224867459999
2022-05-20,5.219929802095289
2022-05-23,5.161588350718622
2022-05-24,5.182982919897757
2022-05-25,5.231447812079134
2022-05-26,5.367321048180884
2022-05-27,5.382474702655788
2022-05-30,5.390576231024972
2022-05-31,5.467041064152609
2022-06-01,5.602185381504058
2022-06-02,5.447728859023953
2022-06-06,5.6002652046956936
2022-06-07,5.648773883417796
2022-06-08,6.062627305581732
2022-06-09,6.024268769938226
2022-06-10,6.088706593119121
2022-06-13,5.961181016780428
2022-06-14,6.126900691393509
2022-06-15,6.004618059050172
2022-06-16,5.764502523672973
2022-06-17,5.798045727238242
2022-06-20,5.6033280781166175
2022-06-21,5.597932128457656
2022-06-22,5.458082456881842
2022-06-23,5.614533830966637
2022-06-24,5.580531952631472
2022-06-27,5.946390316873835
2022-06-28,6.092830798823314
2022-06-29,6.029187203891158
2022-06-30,6.133399475811963
2022-07-01,6.02562897260623
2022-07-04,5.971819623315324
2022-07-05,6.0511057861448325
2022-07-06,5.706728205000118
2022-07-07,5.756990384136221
2022-07-08,5.748037969222604
2022-07-11,5.547933288199717
2022-07-12,5.563377296824393
2022-07-13,5.471557622461808
2022-07-14,5.489299774006896
2022-07-15,5.597877534572749
2022-07-18,5.775333618366197
2022-07-19,5.832180012611356
2022-07-20,5.908179089440316
2022-07-21,5.730084950616426
2022-07-22,5.673824033972875
2022-07-25,5.698950592797457
2022-07-26,5.817280877785765
2022-07-27,5.7448381533938475
2022-07-28,5.826669762140974
2022-07-29,5.610263276550486
2022-08-01,5.776087233968166
2022-08-02,5.6514649884888515
2022-08-03,5.66955837818741
2022-08-04,5.695613741437847
2022-08-05,5.653289481396705
2022-08-08,5.931005472586529
2022-08-09,6.0922176594086395
2022-08-10,6.078541743414867
2022-08-11,6.1380160405250574
2022-08-12,6.31903426193948
2022-08-15,6.41423901392617
2022-08-16,6.262553113521013
2022-08-17,6.26916626793798
2022-08-18,6.251288640363361
2022-08-19,6.381157011877429
2022-08-22,6.433653363123294
2022-08-23,6.539603760502998
2022-08-24,6.474459845432335
2022-08-25,6.958046908075794
2022-08-26,6.958394287278216
2022-08-29,7.06417517568049
2022-08-30,6.795817313745597
2022-08-31,6.804967272040063
2022-09-01,6.957576709986201
2022-09-02,6.897737980803552
2022-09-05,7.296236978873272
2022-09-06,7.403558230729138
2022-09-07,7.388724553900948
2022-09-08,7.3072044935436455
2022-09-09,7.349282527467423
2022-09-13,7.398335482800407
2022-09-14,7.30919478946281
2022-09-15,7.2274069679944795
2022-09-16,6.974092094594538
2022-09-19,7.115249353587513
2022-09-20,7.1460400882712545
2022-09-21,7.157709437782861
